drama_id,drama_name,drama_cover_url,drama_desc,drama_tags,talent_name,category_name,video_num,last_num_position
41,小甜妻她又娇又撩,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-07/768x1536_output_video_1853642764133502978_17310102569055965.jpg, 《小甜妻她又娇又撩》是一部由温冉主演的网络短剧，共83集。该剧讲述了女主角故意伪装自己，声称自己是来面试设计师助理的林池。在面试过程中，她展现出自己的才华，透露自己实际上是珠宝设计大赛的第一名，并且面试官桌上的设计作品都是她亲手设计的。剧中的男主角颜妄舒，是女主角十年前就认识的人，两人之间有着深厚的情感纠葛。故事从女主角手里拿着祖传的宝盒站在爷孙俩面前开始，引出了一系列关于家族、爱情和珠宝设计的故事。,,电影,,83,83.0
42,封神之择日飞升,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1852649400573997057_new_1730812916492561.jpg, 秦峰在师傅的精心安排下，结束了长达十年的山门生活，带着三个师姐留的东西，和师傅给予的大机缘而下山，在那里，他邂逅了萧灵儿，并且错误地认为这是师傅特意为他安排的机缘，由此开启了他充满未知的下山之路。在凡尘中寻找真爱的过程中成为仙人，但为爱选择择日飞升。,,电影,,77,77.0
43,无敌吹牛系统,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1852649382395883521_new_17308131573698392.jpg, 陈小宝历经入狱、母亲病亡后跳河，被流浪汉所救并开启最强吹牛系统。流浪汉赐大造化，别人吹牛都会在陈小宝身上实现，每天一次。从此，陈小宝的命运发生转折。他将如何利用这神奇系统？又会遇到哪些奇妙经历？充满奇幻色彩的剧情，开启一场令人期待的冒险之旅，看陈小宝在系统助力下，能否逆袭人生。,,电影,,100,100.0
44,镇国神龙,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-07/768x1536_output_video_1853642843004256258_1731014629797114.jpg, 《镇国神龙》是一部在2024年上映的大陆短剧，共89集。该剧讲述了母女二人被一条大狼狗紧追不放的紧张情节。在小女孩摔倒在地，大狼狗即将扑向她们的危急时刻，一位正在修车的男人突然出现，挡在了母女二人面前。男人的身前凝聚出一条金龙，将恶狗吓走。随后，恶狗的胖主人出现，要求母女和男人向狗赔钱道歉，但修车小哥毫不畏惧，最终一掌将胖女人打翻在地。这部剧以其紧凑的剧情、顶配的演技和精巧的拍摄手法，成为了2024年最火爆的大陆短剧之一。,,电影,,89,89.0
45,我不是神仙,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1852649374439288834_new_17308136459692242.jpg, 男主沈仙随手一扔扫帚，强大气息竟化飓风使扫帚悬浮，地上树叶瞬间聚拢成太极八卦图。连他自己都不知武功已达如此恐怖地步。沈仙的神秘力量令人惊叹，他将如何面对这意外展现的强大实力？又会在未知的冒险中经历怎样的挑战？一场充满奇幻与惊喜的旅程即将开启，跟随沈仙一同探索这个充满神秘力量的世界。,,电影,,81,81.0
46,穆总错爱难收,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1852649376645492737_new_17308132086341603.jpg, 穆总曾将她视作蝼蚁，肆意践踏让她替白月光生孩子还债。他不懂自己真心，极端对待。直到她决然离开，他才幡然醒悟。在爱与错的交织中，穆总能否挽回？她又是否会回头？这段充满波折的感情，展现了错爱之痛与追悔莫及。他们的故事充满悬念，在爱与恨的边缘徘徊，开启一场关于真心与救赎的情感之旅。,,电影,,95,95.0
47,前妻撩人傅先生宠不停,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-08/768x1536_output_video_1853642805842722817_17310339265346906.jpg, 身价千亿的总裁傅燕城怎么都想不到，本身同心专心想要离婚的联姻老婆盛眠，竟然就是他一向暗恋却爱而不得的女人，本来，昔时总裁的爷爷帮他经办了这场婚姻，吓得总裁直接跑去国外躲了三年，可在他回国的接风宴上，自打娶亲后从未见过面的夫妻二人，遭到女人后妈的算计，给他俩同时喝下了加了猛料的红酒，二人就如许在婚后产生了第一次交集，比及女人第二天醒来后才发明，昨晚的汉子竟然就是与他娶亲3年，却素未谋面的丈夫傅燕城 ...,,电影,,100,100.0
48,我辞玉京十二楼,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-07/768x1536_output_video_1853642811553542146_1731021964816056.jpg, 秦如烟和秦笑笑母女二人蜷缩在角落里，身上布满了纵横交错的伤痕，而富二代看着这一切，脸上却露出狰狞的笑容，拿起一旁的鞭子就朝女人身上打去，认为不过瘾，抓起女儿就要将她扔到海里喂鱼，只因女人本是她的未婚妻，却在外面和其余汉子生下了孩子，给本身戴了一顶高帽，让家族蒙羞，看着面前可爱的女儿，富二代怒火中烧拿起烧红的烙铁就要给她留下印记，千钧一发之际，女人紧紧的护在女儿面前，挡下了这一下...,,电影,,86,86.0
49,斗渣,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-08/768x1536_output_video_1853642806952390657_1731069054526333.jpg, 这个男人每次醉酒后都会来到别人家，而这个家的女主人也会把男人伺候的服服帖帖。只因男人是草根出生，刚出社会的他就认识了富家千金，也因能力出众被千金的老爹傻事，从此平步青云做上了总经理的职位。然而她倒是一个不折不扣的海王，读书时因为家里穷，每餐只能点一份咸菜配饭，学霸帅有啥用啊？据说在家里都穷得揭不开锅呢，就是啊，有啥用啊？然而仁慈的学妹不忍心见他狼狈的样子，于是好心的多点了两个菜，接着假装找了个借口把饭菜都送给了男人。不仅如此，当女孩发明她在捡破烂赚生活费时，还热情的协助把收集起来的空水瓶给了男人。就如此两人从了解走到了一路，在男人的表白下，女孩毫不迟疑就准许了对方的追求。然而两人最终并没有走到一块……,"草根逆袭,贫富差距,感情遗憾",,,81,81.0
50,光辉岁月$恭喜发财,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1852649457608142850_new_17308139007140362.jpg, 《光辉岁月$恭喜发财》是一部融合了穿越、喜剧与励志元素的网络短剧。该剧讲述了一位现代青年意外穿越到古代，成为一位县令的故事。他凭借现代知识和智慧，在古代社会中大展拳脚，不仅改善了当地民生，还巧妙解决了诸多难题，赢得了百姓的爱戴。剧中，主角利用几百根钢筋等现代工具，将原本弱小的衙役训练成一支战斗力强悍的队伍，成功抵御了土匪的侵袭，成为了百姓心中的英雄。同时，他也经历了从被质疑到被接纳，再到深受爱戴的转变过程，展现了人性的光辉与成长。此外，《光辉岁月$恭喜发财》还穿插了丰富的喜剧元素，主角与身边人的互动幽默风趣，令人捧腹。而“恭喜发财”这一元素则贯穿全剧，寓意着无论时代如何变迁，人们对美好生活的向往和追求始终不变。总之，《光辉岁月$恭喜发财（105集）》是一部集穿越、喜剧、励志于一体的网络短剧，剧情紧凑、情节跌宕起伏，值得一看。,,电影,,105,105.0
51,新斩神,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-07/768x1536_output_video_1853642770245664769_17310075695944984.jpg, 男人隐藏龙主身份在路边吃火锅，性感美女前来搭讪却被他不解风情拒绝。富二代见状嚣张上前，让男人腾座位。男人不为所动，一场冲突即将爆发。在这看似平凡的路边场景中，龙主身份究竟何时展露？富二代又将面临怎样的后果？紧张的氛围弥漫，精彩故事就此展开，让人期待男人接下来的举动。,,电影,,84,84.0
52,镇国主宰,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-07/768x1536_output_video_1853642799113236482_17310121307034945.jpg, 十年浴血疆场，奋勇杀敌，战天帝从一个边关小卒，一路做到了战翼天王，权倾半壁江山。 带领麾下铁骑横扫边关，守护疆土，驱除蛮族，立下了盖世功勋。战天帝隐姓埋名的来到一座小城报仇，就在十几年前人渣父亲为了获得荣华富贵，直接将本身和妈妈还有妹妹给摈弃掉落，抢走人渣的女人害怕他去寻找旧欢威逼妈妈跳楼，不然杀了她两个孩子，就如许妈妈为了保护儿子和女儿直接选择了跳楼，但那个女人并不想放过男孩和女孩叫杀手去解决了他们，就在千钧一发之际一个黑衣人出现解救了他们，但他却只抱着男孩走了把女孩留在原地，很快转眼十几年过去了，当初的那个小男孩如今成为华夏第一强者战天帝！,,电影,,90,90.0
53,传奇年代,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1852649416403300353_new_17308142073890262.jpg, 叶枭本是一个著名的地产大亨，可被问到他有什么遗憾时男人瞬间浮出自己贩卖女儿妻子最后跳楼自尽的场景，因此他一生最愧对的就是妻女两人，就在他以为自己现在的成功是在弥补他对妻女的愧疚心..,,电影,,66,66.0
54,盖世凌天,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1852649426163445761_new_17308152285176063.jpg, 云城首富之女遭绑架，关键时刻快递电话打来。无聊的劫匪撕开女人胶带。快递员要求女人亲自签收到付件。女人与快递员周旋，劫匪在旁虎视眈眈。这场意外的快递插曲会给绑架带来怎样的转折？首富之女能否抓住机会逃脱？紧张的局势与意外的发展，让这场绑架充满悬念，一场惊心动魄的故事即将在这特殊场景中展开。,,电影,,95,95.0
55,风起南城,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-08/768x1536_output_video_1853642796040761346_17310852963445501.jpg, 吕凡一步一步成为了南城首富，终于使自己的妻子坐在了腿上，吕凡本打算喝完这一杯红酒就做夫妻之事，可没想到被老婆哄骗着喝下了酒之后浑身乏力，这时沈鹏走了过来，万万没想到自己的妻子看到沈鹏竟直接跪了下去，竟然喊沈鹏主人，吕凡现在还一脸懵，不过沈鹏马上就告诉了吕凡他的妻子就是他的玩物，就连他们结婚也是沈鹏安排的，下一秒妻子拿起领带勒住了他的脖子，沈鹏还在一边冷嘲热讽，没一会吕凡就被勒死了，可没想到吕凡竟重生回到了婚礼当天...,,电影,,70,70.0
56,困爱成囚,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-08/768x1536_output_video_1853642778441461761_17310644665832741.jpg, 总裁狠心对待豪门千金，以为她伤害自己白月光，用千万投资将其变为床伴百般折辱。却不知她只是豪门养女替罪羊。真正霸凌白月光的心机女在母亲庇护下逍遥。当真相逐渐浮出水面，总裁该如何面对？养女又能否摆脱困境？一场充满误会与挣扎的情感纠葛在豪门上演，他们的命运将走向何方，充满悬念，令人期待后续的发展。,,电影,,98,98.0
57,公主殿下制霸超模圈,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-07/768x1536_output_video_1853642758088749058_17310120102759285.jpg, 冀州公主被迫嫁给帝君，大婚之日绝望自尽。刹那间，竟穿越到现代，摇身一变成为制霸超模圈的一线明星。光芒背后，前世记忆如影随形。她该如何面对全新人生？又能否解开前世纠葛？一场跨越时空的恩怨纠葛就此展开。,,电影,,100,100.0
58,替嫁傻女是大佬,https://hobby-suanfa.hobby666.com/hobby_video_production/diffutoon/uat/2024-11-05/768x1536_output_video_1852649454139453442_new_17308138909938116.jpg," 《替嫁傻女是大佬》是一部讲述了女主角夏安安在遭受继母和继姐的陷害后，被迫替嫁给c市顶流贵族薄家的大少爷薄寒爵的故事。三年前，夏安安被继母陈慧欣骗着喝下某种药物，从此变成了傻子，整天痴傻度日。在被继母和继姐计划嫁给双腿残废、没有生育能力的薄寒爵时，夏安安意识到薄家反而成为了她的避风港。

夏安安在薄家醒来时，发现自己的身体状况非常糟糕，长期被注射药剂导致各个器官都有不同程度的衰竭，尤其是心和肺。她意识到如果不给她时间恢复，她活不过三年。夏安安决定继续装傻，因为一旦继母和继姐知道她现在的情况，她们会想方设法弄死自己。

在薄家，夏安安遇到了薄寒爵，一个坐在轮椅上、外表冷漠的男人。尽管医生宣布夏安安可能活不过半年，但夏安安依然利用自己的智慧和勇气，试图在薄家找到生存的机会，并寻求报仇的机会。这部剧展现了夏安安如何在逆境中挣扎求生，以及她与薄寒爵之间错综复杂的关系。",,电影,,69,69.0
